title,runtime,audience_score,movie_score,tomatometer_count,user_rating_count,genre_Action,genre_Adventure,genre_Comedy,genre_Fantasy,genre_Horror,genre_Romance,genre_Sci-fi,genre_Special Interest,genre_Western,genre_FamilyKids,genre_AnimationManga,genre_FitnessSports,genre_DramaTele,genre_MusicalPerfarts,genre_ClassicsCult,genre_ArthouseInter,genre_ThrillMysSusp,genre_HistDocument,G,NC17,NR,PG,PG-13,R,ss_mean,ss_median,ss_p25,ss_p75,ss_std,ss_count,domestic_gross,domestic_opening,foreign_gross,markets,total_gross,markets_missing,audience_score_positive,movie_score_positive
Blue Note Records: Beyond the Notes,85.0,,95,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.7,1.0,0.0,1.0,0.4701623459816273,20.0,0.0,0.0,41079.0,,41079.0,1.0,False,True
Gags the Clown,89.0,,43,7,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.42857142857142855,0.0,0.0,1.0,0.5345224838248488,7.0,0.0,0.0,0.0,,0.0,1.0,False,False
The Dead Don't Die,103.0,38.0,56,267,1782.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6179775280898876,1.0,0.0,1.0,0.4867944397389765,267.0,6563605.0,2540240.0,7400000.0,26.0,13963605.0,0.0,False,False
Low Tide,86.0,,76,29,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6551724137931034,1.0,0.0,1.0,0.4837252813149744,29.0,0.0,0.0,537451.0,,537451.0,1.0,False,True
Vita & Virginia,110.0,56.0,40,78,32.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6923076923076923,1.0,0.0,1.0,0.4645257966832582,78.0,42741.0,3408.0,750327.0,6.0,793068.0,0.0,False,False
Ladyworld,93.0,41.0,57,14,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.8571428571428571,1.0,1.0,1.0,0.3631365196012815,14.0,0.0,0.0,5413.0,,5413.0,1.0,False,False
Night Hunter (Nomis),96.0,67.0,15,34,67.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5294117647058824,1.0,0.0,1.0,0.5066403971048989,34.0,0.0,0.0,1415232.0,,1415232.0,1.0,True,False
Child's Play,90.0,57.0,64,190,5792.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6736842105263158,1.0,0.0,1.0,0.4701031129299301,190.0,29208403.0,14094594.0,15693834.0,34.0,44902237.0,0.0,False,False
Untouchable,98.0,,84,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7272727272727273,1.0,0.0,1.0,0.4505106334669667,44.0,76270454.0,10023094.0,0.0,,76270454.0,1.0,False,True
Darlin',101.0,62.0,70,30,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6666666666666666,1.0,0.0,1.0,0.4794633014853841,30.0,0.0,0.0,10585.0,,10585.0,1.0,True,True
Loopers: The Caddie's Long Walk,80.0,86.0,75,12,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.8333333333333334,1.0,1.0,1.0,0.38924947208076144,12.0,90679.0,28253.0,0.0,,90679.0,1.0,True,True
Apocalypse Now: Final Cut,183.0,90.0,100,21,39.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,1.0,1.0,1.0,0.3585685828003181,21.0,83471511.0,118558.0,8409136.0,,91880647.0,1.0,True,True
5B,93.0,97.0,100,17,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9411764705882352,1.0,1.0,1.0,0.24253562503633294,17.0,72968.0,38314.0,0.0,,72968.0,1.0,True,True
Satanic Panic,88.0,55.0,59,54,40.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6296296296296297,1.0,0.0,1.0,0.4874382900970034,54.0,,,,,,,False,False
Strange But True,96.0,83.0,47,17,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.8235294117647058,1.0,1.0,1.0,0.3929526239966879,17.0,0.0,0.0,285570.0,,285570.0,1.0,True,False
Spider in the Web,114.0,30.0,75,8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.875,1.0,1.0,1.0,0.3535533905932738,8.0,14841338.0,7810112.0,20323582.0,74.0,35164920.0,0.0,False,True
Angel of Mine,98.0,96.0,68,19,287.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5789473684210527,1.0,0.0,1.0,0.5072572735017881,19.0,0.0,0.0,201515.0,,201515.0,1.0,True,True
Itsy Bitsy,94.0,29.0,50,8,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.625,1.0,0.0,1.0,0.5175491695067657,8.0,0.0,0.0,1191437.0,,1191437.0,1.0,False,False
The Fanatic,88.0,35.0,18,57,127.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3859649122807017,0.0,0.0,1.0,0.4911497431287515,57.0,0.0,0.0,648557.0,,648557.0,1.0,False,False
The Parting Glass,95.0,,100,7,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,7.0,20018.0,5546.0,12071.0,,32089.0,1.0,False,True
Artik,78.0,,100,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,57504069.0,10023462.0,25001.0,,57529070.0,1.0,False,True
Falling Inn Love,98.0,30.0,61,18,143.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7777777777777778,1.0,1.0,1.0,0.4277926319464986,18.0,11129057.0,2293710.0,0.0,,11129057.0,1.0,False,False
Dave Chappelle: Sticks & Stones,,99.0,35,17,38880.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6470588235294118,1.0,0.0,1.0,0.49259218307188896,17.0,,,,,,,True,False
Bill Burr: Paper Tiger,67.0,97.0,86,7,1182.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,7.0,,,,,,,True,True
Dude Bro Party Massacre III,91.0,77.0,90,10,231.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,1.0,1.0,1.0,0.4216370213557839,10.0,,,,,,,True,True
The Secret Life of Pets 2,86.0,90.0,59,150,21922.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7666666666666667,1.0,1.0,1.0,0.42436951523243627,150.0,158257265.0,46652680.0,271176898.0,67.0,429434163.0,0.0,True,False
The Professor and the Madman,125.0,76.0,38,16,174.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4472135954999579,16.0,0.0,0.0,5731869.0,17.0,5731869.0,0.0,True,False
Rocko's Modern Life: Static Cling,45.0,68.0,91,22,249.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8636363636363636,1.0,1.0,1.0,0.3512500866571044,22.0,,,,,,,True,True
The Other Side of Everything (Druga strana svega),100.0,78.0,90,10,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.9,1.0,1.0,1.0,0.31622776601683794,10.0,4685.0,315.0,0.0,,4685.0,1.0,True,True
Men in Black International,120.0,66.0,23,298,11491.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5167785234899329,1.0,0.0,1.0,0.5005589716670066,298.0,80001807.0,30035838.0,173888894.0,77.0,253890701.0,0.0,True,False
Tone-Deaf,87.0,28.0,38,26,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5384615384615384,1.0,0.0,1.0,0.5083911274417939,26.0,0.0,0.0,1875097.0,,1875097.0,1.0,False,False
Be Natural: The Untold Story of Alice Guy-Blaché,103.0,97.0,96,72,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9305555555555556,1.0,1.0,1.0,0.255992346325338,72.0,106961.0,3237.0,9144.0,4.0,116105.0,0.0,True,True
Booksmart,105.0,77.0,97,322,4111.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8602484472049691,1.0,1.0,1.0,0.34726873845910305,322.0,22680962.0,6933620.0,1943955.0,20.0,24624917.0,0.0,True,True
Red Joan,110.0,61.0,30,141,160.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6028368794326241,1.0,0.0,1.0,0.4910547339890429,141.0,1579730.0,38949.0,9067763.0,21.0,10647493.0,0.0,True,False
Jacob's Ladder,89.0,29.0,5,21,63.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,0.0,0.0,1.0,0.483045891539648,21.0,26118851.0,7500760.0,0.0,,26118851.0,1.0,False,False
Shadow,115.0,82.0,95,87,224.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.8850574712643678,1.0,1.0,1.0,0.3208015889133736,87.0,521396.0,27474.0,91186978.0,11.0,91708374.0,0.0,True,True
Nekrotronic,99.0,77.0,42,19,28.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3157894736842105,0.0,0.0,1.0,0.4775669329409192,19.0,0.0,0.0,78206.0,,78206.0,1.0,True,False
Driven,108.0,76.0,67,33,74.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9090909090909092,1.0,1.0,1.0,0.2919371040605712,33.0,0.0,0.0,146862.0,6.0,146862.0,0.0,True,False
Gwen,98.0,85.0,69,55,122.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7090909090909091,1.0,0.0,1.0,0.4583677673015522,55.0,0.0,0.0,47140.0,,47140.0,1.0,True,True
Sextuplets,99.0,,14,14,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.42857142857142855,0.0,0.0,1.0,0.5135525910130955,14.0,,,,,,,False,False
All Is True,101.0,73.0,71,133,216.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.8045112781954887,1.0,1.0,1.0,0.3980758001623171,133.0,1200481.0,44211.0,1818662.0,5.0,3019143.0,0.0,True,True
The Last Black Man in San Francisco,120.0,84.0,93,167,505.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8562874251497006,1.0,1.0,1.0,0.3518530823908021,167.0,4515719.0,235272.0,91298.0,,4607017.0,1.0,True,True
Socrates,71.0,,81,16,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8125,1.0,1.0,1.0,0.4031128874149275,16.0,0.0,0.0,6380429.0,,6380429.0,1.0,False,True
American Factory,115.0,74.0,97,67,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9104477611940298,1.0,1.0,1.0,0.287694244451234,67.0,52458.0,0.0,0.0,,52458.0,1.0,True,True
The Tomorrow Man,94.0,45.0,43,54,42.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7407407407407407,1.0,0.25,1.0,0.4423430404998888,54.0,354103.0,18281.0,0.0,,354103.0,1.0,False,False
Unplanned,110.0,90.0,40,25,5083.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.48,0.0,0.0,1.0,0.5099019513592784,25.0,19005109.0,6382298.0,315372.0,3.0,19320481.0,0.0,True,False
Ma,110.0,64.0,54,192,8227.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6302083333333334,1.0,0.0,1.0,0.4840102529455032,192.0,45373120.0,18099805.0,15209644.0,54.0,60582764.0,0.0,True,False
Lying and Stealing,100.0,13.0,67,12,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5833333333333334,1.0,0.0,1.0,0.5149286505444373,12.0,0.0,0.0,615354.0,,615354.0,1.0,False,False
The Banana Splits,86.0,51.0,71,14,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6428571428571429,1.0,0.0,1.0,0.4972451580988469,14.0,0.0,0.0,0.0,,0.0,1.0,False,True
Teacher,100.0,65.0,100,7,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.8571428571428571,1.0,1.0,1.0,0.3779644730092273,7.0,27774237.0,7013366.0,0.0,,27774237.0,1.0,True,True
Awake,92.0,,17,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,14377198.0,5856872.0,18308481.0,34.0,32685679.0,0.0,False,False
Hot Air,103.0,70.0,18,17,20.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6470588235294118,1.0,0.0,1.0,0.492592183071889,17.0,,,,,,,True,False
Burn,88.0,50.0,58,12,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.75,1.0,0.75,1.0,0.4522670168666455,12.0,0.0,0.0,22503.0,,22503.0,1.0,False,False
One Last Night,77.0,83.0,60,5,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,99000.0,29505.0,7659783.0,32.0,7758783.0,0.0,True,False
Invader Zim: Enter the Florpus,71.0,,100,16,,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4472135954999579,16.0,,,,,,,False,True
The VelociPastor,,,70,10,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,1.0,0.25,1.0,0.483045891539648,10.0,,,,,,,False,True
UglyDolls,87.0,57.0,28,83,954.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5903614457831325,1.0,0.0,1.0,0.4947565200229314,83.0,20150241.0,8603407.0,12300000.0,37.0,32450241.0,0.0,False,False
Long Shot,115.0,75.0,81,276,3788.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7717391304347826,1.0,1.0,1.0,0.4204740407829381,276.0,30316271.0,9740064.0,23071536.0,71.0,53387807.0,0.0,True,True
Pokémon Detective Pikachu,104.0,80.0,68,287,15434.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7177700348432056,1.0,0.0,1.0,0.4508708466486727,287.0,144105346.0,54365242.0,287600000.0,46.0,431705346.0,0.0,True,True
Fast Color,100.0,71.0,81,81,124.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9135802469135802,1.0,1.0,1.0,0.2827335699999882,81.0,76916.0,37594.0,0.0,,76916.0,1.0,True,True
Iron Sky: The Coming Race,92.0,22.0,29,7,27.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2857142857142857,0.0,0.0,0.5,0.4879500364742666,7.0,0.0,0.0,400900.0,,400900.0,1.0,False,False
Little Woods,103.0,50.0,96,92,161.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9021739130434784,1.0,1.0,1.0,0.2987072001139317,92.0,150010.0,57610.0,21902.0,,171912.0,1.0,False,True
Ash Is Purest White,136.0,66.0,99,142,120.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8591549295774648,1.0,1.0,1.0,0.3490930355332177,142.0,422814.0,45150.0,11390695.0,10.0,11813509.0,0.0,True,True
The Curse of La Llorona,93.0,41.0,29,176,1581.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4318181818181818,0.0,0.0,1.0,0.4967426363352021,176.0,54733739.0,26347631.0,67400000.0,44.0,122133739.0,0.0,False,False
Teen Spirit,92.0,61.0,73,121,197.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7520661157024794,1.0,1.0,1.0,0.4336087279167936,121.0,441366.0,43620.0,1016000.0,44.0,1457366.0,0.0,True,True
The Wedding Guest,97.0,39.0,43,67,44.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7014925373134329,1.0,0.0,1.0,0.4610569337463495,67.0,386166.0,18266.0,0.0,,386166.0,1.0,False,False
The Intruder,,70.0,32,94,2128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4787234042553192,0.0,0.0,1.0,0.5022256572938111,94.0,35419122.0,10855054.0,1180239.0,22.0,36599361.0,0.0,True,False
Master Z: Ip Man Legacy,108.0,73.0,89,35,92.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7428571428571429,1.0,0.5,1.0,0.4434395736311599,35.0,209454.0,92663.0,21623195.0,6.0,21832649.0,0.0,True,True
Blood Paradise,84.0,,40,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,1.0,0.0,1.0,0.5477225575051661,5.0,7027762.0,3582554.0,7721996.0,21.0,14749758.0,0.0,False,False
Girls with Balls,77.0,22.0,30,10,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5270462766947299,10.0,0.0,0.0,148570.0,,148570.0,1.0,False,False
Batman: Hush,81.0,,88,17,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.0,17.0,,,,,,,False,True
Poms,,75.0,34,82,774.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5487804878048781,1.0,0.0,1.0,0.5006770483805579,82.0,13631124.0,5361937.0,2777792.0,20.0,16408916.0,0.0,True,False
The Great Hack,113.0,63.0,87,47,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8723404255319149,1.0,1.0,1.0,0.3373181491782385,47.0,0.0,0.0,51568.0,,51568.0,1.0,True,True
Tolkien,111.0,76.0,51,189,931.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7671957671957672,1.0,1.0,1.0,0.4237410248633011,189.0,4535154.0,2200537.0,3241259.0,14.0,7776413.0,0.0,True,False
Sword of Trust,89.0,70.0,93,88,103.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7386363636363636,1.0,0.0,1.0,0.4418955559186443,88.0,322421.0,19332.0,0.0,,322421.0,1.0,True,True
Supervized,84.0,38.0,44,9,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1.0,1.0,1.0,0.4409585518440984,9.0,,,,,,,False,False
Summer Night,98.0,,55,20,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7,1.0,0.0,1.0,0.4701623459816272,20.0,0.0,0.0,246133.0,4.0,246133.0,0.0,False,False
Trespassers,88.0,57.0,61,28,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5357142857142857,1.0,0.0,1.0,0.50787450018337,28.0,0.0,0.0,0.0,,0.0,1.0,False,False
Saving Zoë,95.0,64.0,0,6,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,217049603.0,30576104.0,265300000.0,6.0,482349603.0,0.0,True,False
She's Just a Shadow,117.0,,20,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.2,0.0,0.0,0.0,0.4472135954999579,5.0,,,,,,,False,False
Above the Shadows,105.0,83.0,50,6,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.5477225575051661,6.0,,,,,,,True,False
Critters Attack!,89.0,,44,16,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5625,1.0,0.0,1.0,0.51234753829798,16.0,,,,,,,False,False
Armstrong,,88.0,75,20,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.75,1.0,0.75,1.0,0.4442616583193192,20.0,19740.0,3071.0,59541.0,4.0,79281.0,0.0,True,True
Bottom of the 9th,111.0,87.0,69,13,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7692307692307693,1.0,1.0,1.0,0.43852900965351466,13.0,0.0,0.0,2049.0,,2049.0,1.0,True,True
Into the Ashes,97.0,36.0,28,18,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3888888888888889,0.0,0.0,1.0,0.5016313257045503,18.0,0.0,0.0,1557172.0,,1557172.0,1.0,False,False
Secret Obsession,97.0,,31,16,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.4375,0.0,0.0,1.0,0.51234753829798,16.0,0.0,0.0,0.0,,0.0,1.0,False,False
Point Blank,86.0,31.0,41,32,95.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0.5,0.0,1.0,0.508000508000762,32.0,708215.0,41031.0,8521942.0,13.0,9230157.0,0.0,False,False
"Frankenstein's Monster's Monster, Frankenstein",32.0,67.0,82,17,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7058823529411765,1.0,0.0,1.0,0.4696682183138621,17.0,3769990.0,1920678.0,0.0,,3769990.0,1.0,True,True
Ready Player One,140.0,77.0,72,414,24443.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7415458937198067,1.0,0.0,1.0,0.4383145426796857,414.0,137690172.0,41764050.0,445200000.0,42.0,582890172.0,0.0,True,True
Little Pink House,98.0,82.0,75,28,259.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7857142857142857,1.0,1.0,1.0,0.4178554470186724,28.0,220948.0,68507.0,0.0,,220948.0,1.0,True,True
Super Troopers 2,100.0,66.0,33,91,3473.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5274725274725275,1.0,0.0,1.0,0.5020106094642343,91.0,30617396.0,15181624.0,1008990.0,9.0,31626386.0,0.0,True,False
Chappaquiddick,101.0,68.0,81,140,2237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7785714285714286,1.0,1.0,1.0,0.4166992107879807,140.0,17395520.0,5765854.0,591151.0,15.0,17986671.0,0.0,True,True
The Leisure Seeker,112.0,56.0,37,105,547.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5904761904761905,1.0,0.0,1.0,0.4941044364698562,105.0,3226443.0,0.0,7245737.0,16.0,10472180.0,0.0,False,False
Future World,90.0,13.0,0,9,349.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1111111111111111,0.0,0.0,0.0,0.33333333333333337,9.0,0.0,0.0,163313.0,4.0,163313.0,0.0,False,False
Lean on Pete,121.0,74.0,91,182,1419.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8406593406593407,1.0,1.0,1.0,0.3670031002256704,182.0,1163056.0,46975.0,1280528.0,10.0,2443584.0,0.0,True,True
Isle of Dogs,101.0,87.0,90,336,8620.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8541666666666666,1.0,1.0,1.0,0.35346543104704564,336.0,32015231.0,1620294.0,32226268.0,56.0,64241499.0,0.0,True,True
Borg Vs. McEnroe,100.0,75.0,84,140,1443.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8285714285714286,1.0,1.0,1.0,0.3782362921547596,140.0,231346.0,52625.0,3198819.0,26.0,3430165.0,0.0,True,True
Where Is Kyra?,98.0,53.0,81,53,351.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8490566037735849,1.0,1.0,1.0,0.3614195524432011,53.0,59717.0,7000.0,0.0,,59717.0,1.0,False,True
Blumhouse's Truth or Dare,,22.0,16,152,2590.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.375,0.0,0.0,1.0,0.48572332898254,152.0,41411015.0,18667855.0,53919478.0,59.0,95330493.0,0.0,False,False
You Were Never Really Here,89.0,64.0,89,263,4750.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.8403041825095057,1.0,1.0,1.0,0.3670221391568835,263.0,2528078.0,132829.0,6832436.0,25.0,9360514.0,0.0,True,True
A Ciambra,119.0,76.0,89,55,378.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8363636363636363,1.0,1.0,1.0,0.3733549777275501,55.0,41934.0,6330.0,62874.0,5.0,104808.0,0.0,True,True
Moss,81.0,86.0,71,7,196.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7142857142857143,1.0,0.5,1.0,0.4879500364742666,7.0,0.0,0.0,21925534.0,,21925534.0,1.0,True,True
A Quiet Place,90.0,83.0,95,361,21804.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.8337950138504155,1.0,1.0,1.0,0.3727812168574697,361.0,188024361.0,50203562.0,152915000.0,57.0,340939361.0,0.0,True,True
